campLocation,timestamp,source,destination,user,device,eventType,eventDescription,eventSeverity,mlRiskScore,entropy,log_hash,anomaly_score
Delhi,2023-09-15T00:53,189.6.254.57,215.110.99.59,anonymous,Workstation123,application-errors,Application error: Error message: 17,informational,0.8,3.9749375012019263,d5aee03cbb9a6cce972c5b6d33bf02b829398906a63f1507f9cca30ed55fd14d,1
Delhi,2023-09-15T10:57,10.10.10.10,192.168.0.3,guest,ServerABC,system-restart,System restart: Reason2,error,0.3,3.6424896731661263,69999a3b8545d2d02c67657ee682b744c3581f23096d58859a7d643f095a1519,1
Delhi,2023-09-14T05:38,172.16.0.10,192.168.0.2,anonymous,DeviceXYZ,api-called,API called: API1 from IP 172.16.0.10,critical,0.2,4.062305474194333,9a1d885cd483322831c92df68fd207db1fdfd2500ba0b18dfee66928f9772dbc,1
Delhi,2023-09-15T17:40,172.16.0.10,172.16.1.101,guest,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 172.16.0.10,error,0.13,4.532660217679404,9b391b7ef899c08a186f0a64ae7c3c665937ef8baa3ef37389cf48edd6fdf267,1
Delhi,2023-09-15T07:52,10.1.1.1,192.168.2.6,anonymous,DeviceXYZ,system-shutdown,System shutdown: Reason2,informational,0.33,3.9701755214643453,05a72cf776ca866c110a535583ea59b1b833fafe07aa7fdde155947898257bf9,1
Delhi,2023-09-17T02:33,10.0.0.100,192.168.0.2,anonymous,DeviceXYZ,application-usage,User 'anonymous' used application 'App9',informational,0.13,4.096439344671015,664f7f88ff69c36ce59f1fb2726bb8a77c94cbaa59267a0ee57503b11de169a8,1
Delhi,2023-09-14T10:13,192.168.0.1,192.168.0.2,guest,DeviceXYZ,software-update,Software update: Software7 updated to version v5,warning,0.27,3.996653522439334,38eb3c0efcc151a0e368bbe6efe2b941b49705239317911f967d18f795a0b5e6,1
Delhi,2023-09-12T18:49,10.0.0.2,172.16.1.101,anonymous,DeviceXYZ,system-failure,Critical system failure: Error message: 76,warning,0.37,4.041625614369224,a7a0c0c4d2e722a78a0d6b850a61d6cb8f7af3b2e72b5c4595c5e3e58dcd59a3,1
Delhi,2023-09-15T11:42,198.106.229.66,83.155.110.232,admin,ServerABC,dns-queries,DNS query from IP 198.106.229.66 for domain 'example545.com',critical,0.7,4.7082881462602915,a67d40c4dac81f96d2bc5813937ba57144dae957da65a8582e55200473697cdd,-1
Delhi,2023-09-16T01:33,10.0.0.100,10.0.0.101,guest,DeviceXYZ,system-failure,Critical system failure: Error message: 78,error,0.37,4.041625614369224,3a40059a82f18ac20ce769c2486c0328103305de23d30151f05affaf75b4be5a,1
Delhi,2023-09-15T18:05,192.168.0.1,192.168.10.6,guest,Workstation123,network-disconnected,Device 'Workstation123' disconnected from the network at IP 192.168.0.1,critical,0.13,4.549060633705463,8b3b8c20fc2fc29f6d8a0b6d9186d89ca8f3c545c0a3738d20ec5145e953707f,1
Delhi,2023-09-13T15:35,172.16.1.100,10.1.1.2,guest,DeviceXYZ,file-access,File access: Write to file '/path/to/file757.txt' by user 'guest' from IP 172.16.1.100,error,0.23,4.636892176483522,35a6458d24ea76c830984593a4b532940e3184328d54b564faedc506981ca162,1
Delhi,2023-09-14T17:12,192.168.1.100,10.0.0.3,admin,DeviceXYZ,dns-queries,DNS query from IP 192.168.1.100 for domain 'example209.com',error,0.17,4.595928694092456,ff6ead1e5bb8dc5730c8bff424e817a33b3962adfe714f4052e61983eaf330c3,1
Delhi,2023-09-15T10:17,111.158.99.187,15.216.2.178,user123,ServerABC,system-restart,System restart: Reason2,error,0.83,3.6424896731661263,89329447f9cc42738721bbd74ddf6d5c0d7935ceaa7d4f42e574cc373ca4c25a,1
Delhi,2023-09-15T20:09,192.168.2.5,192.168.0.3,user123,DeviceXYZ,dns-queries,DNS query from IP 192.168.2.5 for domain 'example482.com',critical,0.17,4.641378663973622,a307e49524f870e9abea2ca1526f07b5abefc602959385d8e13c69d767a275d3,1
Delhi,2023-09-18T14:50,10.1.1.1,10.1.1.2,admin,ServerABC,application-errors,Application error: Error message: 12,warning,0.27,3.9749375012019263,145ae0ab3c5dea4e584467d1f23f8368c78cd8a8c4f91039a145bcc6c4581e41,1
Delhi,2023-09-12T18:30,192.168.1.100,192.168.0.2,anonymous,Workstation123,system-shutdown,System shutdown: Reason10,error,0.33,4.053660689688185,4d382d71d2fcb18f9ebe3b1952cfffd9ce2bb5f7dc06530d2cabb28829831542,1
Delhi,2023-09-16T16:02,10.10.10.10,192.168.2.6,anonymous,Workstation123,network-disconnected,Device 'Workstation123' disconnected from the network at IP 10.10.10.10,error,0.13,4.4137135847697335,ad75ba75b6d335928f78e531260b5388af2ba79f985b6c485f1f281c5608ff27,1
Delhi,2023-09-13T10:00,10.10.10.10,192.168.0.2,guest,DeviceXYZ,application-errors,Application error: Error message: 5,error,0.27,3.900153016697712,9dbfa7aef6f62c4bad9fa364b667ed33ce8a9d61b6d13a848ac91bae918a2a00,1
Delhi,2023-09-16T11:48,10.1.1.1,10.0.0.101,user123,ServerABC,application-errors,Application error: Error message: 81,error,0.27,3.9749375012019263,430f9f0413f1e4a9e4478a67d9e0581e320d82c7730efa780a6a21266d83fbdf,1
Delhi,2023-09-17T22:02,192.168.0.1,192.168.0.2,guest,Workstation123,application-usage,User 'guest' used application 'App9',informational,0.13,4.016875695766563,de25247f635eca647af54ffdd3b6fd8650eb24bca7d2c7c62109d14436f84a4d,1
Delhi,2023-09-17T01:16,192.168.2.5,172.16.1.101,user123,ServerABC,firewall-change,Firewall rule change: Port 61875 opened for IP 192.168.2.5,critical,0.3,4.53678805576394,908607c58d99acf2f68e59042d737dc492ede29b5db9f3ce17c9eb4691572b26,1
Delhi,2023-09-17T16:29,172.16.0.10,10.1.1.2,admin,DeviceXYZ,system-shutdown,System shutdown: Reason3,error,0.33,3.9701755214643453,3a41001ffc3e41e05df184895262b5dce8775f6852ef6fca4a6d7207acf52a50,1
Delhi,2023-09-13T17:20,10.1.1.1,192.168.0.3,anonymous,DeviceXYZ,malware-detection,Malware detected: File 'file376.txt' found on device 'DeviceXYZ',critical,0.37,4.369054056131191,810434b0f4f453667dbec65a3806fc3997c4f35eb41d15864ecaf20c95decb7c,1
Delhi,2023-09-17T14:22,10.10.10.10,10.0.0.3,anonymous,ServerABC,network-connected,Device 'ServerABC' connected to the network at IP 10.10.10.10,error,0.13,4.235916386984949,81f48a7e10c3ac908bbb43916459faec440339b29e0c733f64aa530829420694,1
Delhi,2023-09-13T23:39,192.168.2.5,10.10.10.20,user123,Workstation123,malware-detection,Malware detected: File 'file193.txt' found on device 'Workstation123',critical,0.37,4.435685008006856,d919ecc8215856307d0057460c50fa366b56c2fa4b3fdd0a41251889a78f6905,1
Delhi,2023-09-14T14:06,192.168.10.5,192.168.0.3,user123,ServerABC,firewall-change,Firewall rule change: Port 25690 opened for IP 192.168.10.5,informational,0.3,4.549944905580641,28a84b02f27a3acb24cbbe9d36d1c2aeb7eb3259411800e27d8159e5e6508215,1
Delhi,2023-09-15T02:03,10.10.10.10,192.168.10.6,anonymous,DeviceXYZ,software-update,Software update: Software9 updated to version v1,informational,0.27,3.996653522439334,9b744675b27ad394ee4c9988735930e6cae7dc7bf55cc1628b8f90646f6244f6,1
Delhi,2023-09-17T07:21,10.0.0.2,192.168.0.2,guest,DeviceXYZ,software-update,Software update: Software5 updated to version v4,warning,0.27,3.996653522439334,be062c7edec8260316f29cf8e9a699c33c4cd3665a7dab6e14137c5d62a25430,1
Delhi,2023-09-17T13:03,192.168.10.5,10.10.10.20,guest,DeviceXYZ,software-update,Software update: Software7 updated to version v3,informational,0.27,3.996653522439334,8913a6a03811e99a7fc9506cc42e48aec0f4405ff0ffc6fe55d9886f71880ad9,1
Delhi,2023-09-17T11:20,192.168.0.1,192.168.0.3,user123,Workstation123,dns-queries,DNS query from IP 192.168.0.1 for domain 'example528.com',critical,0.17,4.641378663973622,1694c9a3f3e74be137134be41ea7dbf7bf964acc897ac02d2cee6de407c82c35,1
Delhi,2023-09-17T13:00,192.168.1.100,192.168.10.6,user123,ServerABC,network-disconnected,Device 'ServerABC' disconnected from the network at IP 192.168.1.100,informational,0.13,4.601881223476018,2858585a5269783ab71d47931dbb1c7a52a2bd87b65e63ac0ba4621ea224df7c,1
Delhi,2023-09-16T22:30,10.0.0.100,192.168.10.6,anonymous,Workstation123,software-update,Software update: Software4 updated to version v2,warning,0.27,3.996653522439334,9fa4d26f35cd30c5116d453a36d6919c2e5e3ed43f2bf284b68fa097870b5ac3,1
Delhi,2023-09-17T17:59,10.0.0.2,10.1.1.2,user123,Workstation123,system-shutdown,System shutdown: Reason9,warning,0.33,3.9701755214643453,21ad192a115f613d70f45deaa49068e1cada5ff9138622adfd18d1f388190563,1
Delhi,2023-09-14T06:33,172.16.1.100,172.16.0.20,user123,ServerABC,file-access,File access: Read to file '/path/to/file237.txt' by user 'user123' from IP 172.16.1.100,critical,0.23,4.6847410449798215,d62563590aeeac5d17cde406503941e76b96be0da259772ba94b1c2706b72f64,1
Delhi,2023-09-16T07:45,139.157.177.152,209.101.220.148,user123,DeviceXYZ,auth-lockout,User 'user123' locked out after multiple failed login attempts from IP 139.157.177.152,warning,0.9,4.537039310168123,af22ba6b7d2f5da87cd059d76a82dc599017bd1bcc99e270d9a523d44627ac11,1
Delhi,2023-09-15T20:24,192.168.1.100,10.0.0.101,user123,ServerABC,application-errors,Application error: Error message: 75,critical,0.27,3.9749375012019263,afe7760bcfa586d7dc42c3d609594e036de0d9a999563d4e87e94ec14164a973,1
Delhi,2023-09-17T16:33,156.215.50.186,100.106.254.242,anonymous,DeviceXYZ,system-failure,Critical system failure: Error message: 73,warning,0.9,4.041625614369224,1a8aeca0de14f687a4224dff4cddbdb52e411f40ec18e3467c9e05754c38fe0d,1
Delhi,2023-09-17T05:53,10.0.0.2,172.16.1.101,admin,Workstation123,dns-queries,DNS query from IP 10.0.0.2 for domain 'example635.com',warning,0.17,4.5712551510358095,7da1ccf7bb1fdd89506363068f53272160be8ddc9307ff9af70e0749e286b0a4,1
Delhi,2023-09-17T12:29,10.1.1.1,10.0.0.3,user123,DeviceXYZ,system-restart,System restart: Reason8,warning,0.3,3.6424896731661263,3759c35fb0f215b73b5fd0790369144c40462bc989d60c7fc5606d61e384f933,1
Delhi,2023-09-15T12:23,192.168.1.100,10.0.0.101,admin,ServerABC,dns-queries,DNS query from IP 192.168.1.100 for domain 'example956.com',informational,0.17,4.6426217026037016,6968d0b5b4af373fbff52c41264551dcc2bd366e5c113ef726ad76ffd0fb3cbb,1
Delhi,2023-09-13T15:26,192.168.0.1,10.0.0.3,anonymous,DeviceXYZ,permission-changes,User 'anonymous' changed permissions for file '/path/to/file128.txt',informational,0.17,4.479253334834291,51e2b0a3fda6cff6203a5fa2e3bf2dbd2f2718b40b992c507756a2dfe74f8ca2,1
Delhi,2023-09-16T20:39,10.1.1.1,10.10.10.20,user123,ServerABC,system-failure,Critical system failure: Error message: 21,error,0.37,4.041625614369224,0ab16d248c8e58d585c9e21aa571a3de2f93d421c138a2584f7bf86ef5e79f32,1
Delhi,2023-09-17T13:08,172.16.1.100,10.1.1.2,admin,Workstation123,file-access,File access: Read to file '/path/to/file465.txt' by user 'admin' from IP 172.16.1.100,warning,0.23,4.751183867966039,2711b32413697dcceed33fdaf3f7f05ccf4be4aa9db42ebdf4c8f28429db8c8c,-1
Delhi,2023-09-17T00:56,192.168.2.5,192.168.0.2,anonymous,Workstation123,api-called,API called: API1 from IP 192.168.2.5,warning,0.2,4.1524474880231255,994b5c585f6a38b6aac23fc40925b468195d888f1a496006cc5d1e7290281d49,1
Delhi,2023-09-14T09:11,192.168.1.100,10.1.1.2,anonymous,DeviceXYZ,auth-failed,Failed login attempt for user 'anonymous' from IP 192.168.1.100,warning,0.33,4.534520352236723,44186ea9f5a7b1050a8a0f639779c8890ee7712743a6ccb7fdc5851190144a92,1
Delhi,2023-09-12T23:14,10.10.10.10,172.16.1.101,guest,DeviceXYZ,permission-changes,User 'guest' changed permissions for file '/path/to/file176.txt',informational,0.17,4.417837797403417,dba88cf315aa2ca7f658b0c6a094e14d1adaee939526620e3c5bafb90e3eec1f,1
Delhi,2023-09-17T09:01,10.1.1.1,192.168.0.3,admin,DeviceXYZ,api-called,API called: API3 from IP 10.1.1.1,warning,0.2,3.8966879684212654,0d589a852e7ceb89961d9961daca288004374850c88886db079aa7a901537870,1
Delhi,2023-09-13T20:11,172.16.1.100,10.0.0.101,admin,ServerABC,network-connected,Device 'ServerABC' connected to the network at IP 172.16.1.100,critical,0.13,4.383485375140841,554bc812653d807d4e75435e91116d16bb34b2f58f3f1a9b7e6bfb3cbcb724ec,1
Delhi,2023-09-14T02:43,192.168.10.5,192.168.0.2,admin,DeviceXYZ,system-restart,System restart: Reason2,warning,0.3,3.6424896731661263,b918fe263b2700ca0d6547b109944f3456780dd6a0358ed2e6f633d4d42b2bd5,1
Delhi,2023-09-14T09:35,10.1.1.1,172.16.1.101,user123,DeviceXYZ,system-shutdown,System shutdown: Reason2,error,0.33,3.9701755214643453,ca55e6cc0f11794c791ba5969509cb1247b2d3131e75cbf87c732548f6128448,1
Delhi,2023-09-15T17:27,32.145.134.158,245.236.150.84,guest,Workstation123,dns-queries,DNS query from IP 32.145.134.158 for domain 'example301.com',critical,0.7,4.641621479593625,5e27516abc0797fa13fa7b7e1fe80f7e6238d1e9dc6bbb9f1336e82007791499,1
Delhi,2023-09-15T21:12,10.10.10.10,10.0.0.3,admin,Workstation123,application-usage,User 'admin' used application 'App6',warning,0.13,4.016875695766563,1db2aa67fe90d509a0b1b5a0bf2b016285eef2296cbd100b93173f41ca024436,1
Delhi,2023-09-14T09:02,10.0.0.2,10.1.1.2,user123,DeviceXYZ,software-update,Software update: Software6 updated to version v5,error,0.27,3.996653522439334,d929eb61b8bbfb0508c1bd86ae38745a841a07f33c70f8dccc056bdc42609f30,1
Delhi,2023-09-18T06:40,172.16.0.10,192.168.0.3,anonymous,Workstation123,firewall-change,Firewall rule change: Port 2782 opened for IP 172.16.0.10,critical,0.3,4.475274610914667,c162b995ac812ce5abb02903e1e6f0ef4173392d630d20382d728273638e2b38,1
Delhi,2023-09-17T20:56,192.168.0.1,172.16.1.101,guest,Workstation123,dns-queries,DNS query from IP 192.168.0.1 for domain 'example139.com',error,0.17,4.61953458506421,69630b15893325eea5401159bb9a7537a7a8a2da704e5b42a0f510be90c26d45,1
Delhi,2023-09-16T15:47,172.16.0.10,192.168.2.6,admin,Workstation123,system-restart,System restart: Reason10,error,0.3,3.7406015629507228,cd7f543aab25b5556f71ac1b93e76c1325a745669f3a5911603f2e275ff44ded,-1
Delhi,2023-09-14T18:05,192.168.0.1,192.168.10.6,admin,ServerABC,malware-detection,Malware detected: File 'file369.txt' found on device 'ServerABC',error,0.37,4.388508938909887,b01cc0b6b99853dc4ab01fadb081dd29b1c439e72563ce9d85e334871a7da3d0,1
Delhi,2023-09-14T20:13,172.16.1.100,10.10.10.20,anonymous,DeviceXYZ,auth-success,Successful login for user 'anonymous' from IP 172.16.1.100,critical,0.1,4.370383151377678,da6cf6b5276d0e5e7b7f561ff7b2d1b268abfd85a5b6448e8a4c9c656e8b4dac,1
Delhi,2023-09-14T17:36,10.10.10.10,192.168.2.6,guest,Workstation123,software-update,Software update: Software4 updated to version v1,warning,0.27,3.996653522439334,0bdc1683e0c9601a66016aca5a44e27b7d219dfce4783795fc6d0246aca79be7,1
Delhi,2023-09-13T14:37,192.168.0.1,10.0.0.101,admin,ServerABC,permission-changes,User 'admin' changed permissions for file '/path/to/file342.txt',critical,0.17,4.417837797403417,308939425a4eb7b55c7c0a8ff22d1851f2b3f28a4d46777878dd2e3a0e53d6d4,1
Delhi,2023-09-14T09:58,10.0.0.2,172.16.0.20,user123,Workstation123,system-restart,System restart: Reason7,critical,0.3,3.6424896731661263,21028c44b50c8b9edf851600ae4be543d98aa45be71575280502f08c2d461c97,1
Delhi,2023-09-16T15:39,10.0.0.2,10.0.0.3,admin,DeviceXYZ,dns-queries,DNS query from IP 10.0.0.2 for domain 'example619.com',critical,0.17,4.534218113998772,e54c03967b09ce7864b6f77eb33de93041410771e3adbfc81fdad1ae7b1949af,1
Delhi,2023-09-17T23:00,10.0.0.2,10.1.1.2,anonymous,ServerABC,system-shutdown,System shutdown: Reason8,error,0.33,3.9701755214643453,9a2e066bea63dee0ef93dcff5ba4bd5bc0f82533ea0b1380faf5dba4769a0a89,1
Delhi,2023-09-17T06:07,10.1.1.1,192.168.2.6,admin,DeviceXYZ,permission-changes,User 'admin' changed permissions for file '/path/to/file517.txt',warning,0.17,4.417837797403417,aaf9d0cee4b6c1a22e334effe6f80c84e0f735a70989b70f7bf2176804532407,1
Delhi,2023-09-13T10:36,192.168.1.100,192.168.0.2,guest,Workstation123,network-connected,Device 'Workstation123' connected to the network at IP 192.168.1.100,informational,0.13,4.412605261663122,e0aa7fa6ebd378c8303e28de14915b409155673af80ad1a009f9ea40a458842d,1
Delhi,2023-09-15T20:54,172.16.1.100,10.1.1.2,guest,Workstation123,file-access,File access: Read to file '/path/to/file516.txt' by user 'guest' from IP 172.16.1.100,critical,0.23,4.675814786124078,3f332913fd9369f6c397f952aee0d20bdb4701705a1edc6587320212d006e7c9,1
Delhi,2023-09-16T16:58,192.168.0.1,192.168.2.6,guest,Workstation123,system-restart,System restart: Reason1,informational,0.3,3.6424896731661263,d82984d1361e9445ef79fae22246680ba1d3d259d58aae50a6eac08b0fe16a4c,1
Delhi,2023-09-14T14:38,192.168.2.5,10.10.10.20,user123,Workstation123,file-access,File access: Write to file '/path/to/file164.txt' by user 'user123' from IP 192.168.2.5,critical,0.23,4.684444130623927,a33acce937fd0115967a4cd3952a448a749c815a8e2e36bd76d85bdc8422b54e,1
Delhi,2023-09-15T11:48,10.0.0.2,192.168.0.2,anonymous,DeviceXYZ,system-shutdown,System shutdown: Reason10,warning,0.33,4.053660689688185,a9c11d77efe77be50672162778b665407602beedf91e6ffe7acf695246b9d912,1
Delhi,2023-09-13T11:46,192.168.10.5,192.168.0.2,admin,ServerABC,system-restart,System restart: Reason9,warning,0.3,3.6424896731661263,9658b3ce59187ac1d8c63d93bdc592fef7f3bb5884a56b9bdb80962e390b815b,1
Delhi,2023-09-14T17:07,10.0.0.2,192.168.0.2,guest,DeviceXYZ,system-restart,System restart: Reason5,informational,0.3,3.6424896731661263,160f18fa255ea3f4733b614c4768b95f5b0c8a49aaa82c8199752590eb434b30,1
Delhi,2023-09-15T22:21,172.16.0.10,10.0.0.101,guest,Workstation123,malware-detection,Malware detected: File 'file500.txt' found on device 'Workstation123',critical,0.37,4.464670515253233,2d649dc955e598347df48728966d18925a5c14637cb381868baaff176ff6a2f5,1
Delhi,2023-09-13T13:49,245.15.254.185,155.158.12.37,admin,Workstation123,network-connected,Device 'Workstation123' connected to the network at IP 245.15.254.185,informational,0.67,4.401416486606852,ead8632f3f6af8a66724f0cfccd1dd1fd6d33eb173497dd984efb8c463cbca03,1
Delhi,2023-09-17T10:45,172.16.1.100,192.168.0.2,admin,Workstation123,malware-detection,Malware detected: File 'file567.txt' found on device 'Workstation123',critical,0.37,4.493656022499609,dc97be7673bcb8fece4f3d5ec9da9e5b9b0b162f7257ad035924da9b015cc688,1
Delhi,2023-09-18T03:18,192.168.10.5,172.16.1.101,user123,ServerABC,firewall-change,Firewall rule change: Port 29288 opened for IP 192.168.10.5,warning,0.3,4.524355498727643,512e6a832a333a98707948a0f73aaefdc2269e7250902b406cb1aabf03acafe1,1
Delhi,2023-09-14T09:31,10.10.10.10,10.10.10.20,admin,Workstation123,malware-detection,Malware detected: File 'file920.txt' found on device 'Workstation123',warning,0.37,4.464670515253233,e2a2c198044d127ffafd92acd19fe7ac53f30354a16e21e23d95b02df1f38f49,1
Delhi,2023-09-13T02:46,192.168.1.100,192.168.2.6,admin,ServerABC,auth-lockout,User 'admin' locked out after multiple failed login attempts from IP 192.168.1.100,warning,0.37,4.507521659535707,b5da1d3c42bffd9ae43d38e2c45ecc238194975ae9813579f8462bd3ca72e206,1
Delhi,2023-09-14T19:02,10.0.0.100,172.16.1.101,anonymous,ServerABC,auth-failed,Failed login attempt for user 'anonymous' from IP 10.0.0.100,critical,0.33,4.33183237120822,eb64e7985062766aa54ae6b6a28162801b48a83dbc8dd199de6a0899c10004ab,1
Delhi,2023-09-16T16:42,192.168.2.5,192.168.2.6,guest,ServerABC,software-update,Software update: Software7 updated to version v3,critical,0.27,3.996653522439334,cc604fa8f8ae763b5c9e5b7060d2143d435fa50e7278d80a41e7a8847c173864,1
Delhi,2023-09-18T03:49,172.16.0.10,192.168.10.6,anonymous,DeviceXYZ,dns-queries,DNS query from IP 172.16.0.10 for domain 'example573.com',critical,0.17,4.641378663973623,420b92df352e713ec57ff2b453faf3ffb0c1dad7a5e9ce06fb944244b409d346,1
Delhi,2023-09-17T17:32,192.168.10.5,10.0.0.3,anonymous,ServerABC,auth-success,Successful login for user 'anonymous' from IP 192.168.10.5,error,0.1,4.460816125478308,5c20137363d5d7cb4641b8b016ed81c39e922445a8b77a4cc1981855c393ec21,1
Delhi,2023-09-17T21:29,172.16.1.100,192.168.0.2,guest,DeviceXYZ,permission-changes,User 'guest' changed permissions for file '/path/to/file61.txt',error,0.17,4.37000403514783,5ba8351ee67265a1daea1f294ab2cf375f8cf948589656db7e678d0ad8d4b0f9,1
Delhi,2023-09-15T16:53,10.0.0.2,10.10.10.20,user123,DeviceXYZ,permission-changes,User 'user123' changed permissions for file '/path/to/file527.txt',error,0.17,4.515699377092075,2ff090daad798377b7132239bc6124f4f3491b8b0c98236764e1456d8df47c39,1
Delhi,2023-09-13T04:48,192.168.1.100,10.1.1.2,guest,DeviceXYZ,permission-changes,User 'guest' changed permissions for file '/path/to/file480.txt',informational,0.17,4.417837797403417,e14a676042ecb524a7121a2eb8abe468539f83e1a80e2977a9af1593466fc402,1
Delhi,2023-09-13T12:41,172.16.1.100,10.1.1.2,anonymous,DeviceXYZ,malware-detection,Malware detected: File 'file870.txt' found on device 'DeviceXYZ',warning,0.37,4.369054056131191,d511822c3feeae68e8ccb43523f430f6d641428fd29f35256faec3f630382b8d,1
Delhi,2023-09-15T19:49,192.168.2.5,172.16.0.20,guest,Workstation123,network-disconnected,Device 'Workstation123' disconnected from the network at IP 192.168.2.5,critical,0.13,4.555965211109309,89017077b00a03648fac7ac98411daabd5eaea5742a81ea9a1b070698b6d77cc,1
Delhi,2023-09-15T16:46,192.168.0.1,10.1.1.2,anonymous,DeviceXYZ,system-shutdown,System shutdown: Reason3,informational,0.33,3.9701755214643453,8670d04e32fd9a69d76d1904d10ec7b6f7e2d67a3b78588a2be571bfabaab749,1
Delhi,2023-09-14T03:27,192.168.0.1,172.16.1.101,guest,ServerABC,system-shutdown,System shutdown: Reason10,error,0.33,4.053660689688185,78541cae35199313e93a70cec04eef9990f71cae45e156686a995f691d18b965,1
Delhi,2023-09-14T06:29,172.16.1.100,192.168.0.3,anonymous,Workstation123,system-failure,Critical system failure: Error message: 98,critical,0.37,4.041625614369224,763de995240644e6106c00af805629836d342bc0fa5e9a9f5a13b5606d848752,1
Delhi,2023-09-16T15:00,172.16.1.100,10.0.0.3,admin,DeviceXYZ,application-errors,Application error: Error message: 62,critical,0.27,3.9749375012019263,c80b85ab268809430f31a83c31eba07baf7374baa9eca97e976ddbe0255f778e,1
Delhi,2023-09-16T05:40,234.223.50.4,219.208.213.210,admin,Workstation123,permission-changes,User 'admin' changed permissions for file '/path/to/file233.txt',informational,0.7,4.386587797403417,5370067df817c5c55f04e743b252ed25b935ea5e8debd46c538636659427778f,1
Delhi,2023-09-14T06:02,192.168.0.1,10.1.1.2,user123,Workstation123,file-access,File access: Read to file '/path/to/file207.txt' by user 'user123' from IP 192.168.0.1,informational,0.23,4.736102280851423,d504f0abdd0dbffee17ba7fb2bda2243efce555ce62f7730fd224b1197912865,-1
Delhi,2023-09-13T05:12,172.16.0.10,172.16.0.20,anonymous,ServerABC,permission-changes,User 'anonymous' changed permissions for file '/path/to/file269.txt',informational,0.17,4.479253334834291,8258e38956edca1c66de4d716bea0f0dc417d2e05ea245260d0e79e3c50d5e21,1
Delhi,2023-09-17T11:11,10.10.10.10,172.16.0.20,user123,ServerABC,api-called,API called: API5 from IP 10.10.10.10,informational,0.2,3.8956388075276664,fab0aa7421231c9b8edd2116aa26161640391dcb87d1ae05c8d06411a467a9c0,1
Delhi,2023-09-13T19:39,192.168.0.1,192.168.10.6,anonymous,DeviceXYZ,malware-detection,Malware detected: File 'file917.txt' found on device 'DeviceXYZ',error,0.37,4.369054056131191,7be6bd34f475e943bfb38dcc2eaf0cfc32dbb21008a3cb99f3b673416b8dd40e,1
Delhi,2023-09-13T21:04,10.0.0.2,192.168.10.6,guest,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 10.0.0.2,critical,0.13,4.425304724915514,72929fea7800f402772d4d8e9e391c7e024260eaa0b8060d76d7f3119b183809,1
Delhi,2023-09-15T22:53,10.1.1.1,192.168.0.3,user123,DeviceXYZ,application-usage,User 'user123' used application 'App4',informational,0.13,4.155565013329719,cc408000d6ef19e14f3a37076aabd50379a52d7dcec7f7f3a5e68b192fd28dc7,1
Delhi,2023-09-15T07:30,10.0.0.2,10.0.0.3,user123,Workstation123,api-called,API called: API2 from IP 10.0.0.2,informational,0.2,3.9344186501738876,243952fe99f9e98b1937044aef7a3be0d47624bdf2ed9aa8ace78a60ae0f1cc0,1
Delhi,2023-09-18T07:57,91.228.119.170,116.21.143.142,anonymous,ServerABC,file-access,File access: Write to file '/path/to/file548.txt' by user 'anonymous' from IP 91.228.119.170,critical,0.77,4.779460045199206,0653420b1f0017f3b8002b31babc250824f4e40f45982b2e433a80fae928095c,-1
Delhi,2023-09-15T10:10,10.1.1.1,192.168.0.2,anonymous,Workstation123,system-shutdown,System shutdown: Reason8,error,0.33,3.9701755214643453,1a339a5875a3a0b3aedf468933fdd8fb9c0b653d706f8d9d891c15522225e2cb,1
Delhi,2023-09-14T12:15,10.1.1.1,192.168.2.6,admin,ServerABC,auth-success,Successful login for user 'admin' from IP 10.1.1.1,informational,0.1,4.240240000427042,c280b875ce9993b87df6e7df72ca6f14408132289cbb5ee829047cf73583df81,1
Delhi,2023-09-13T17:05,10.10.10.10,192.168.2.6,user123,Workstation123,auth-success,Successful login for user 'user123' from IP 10.10.10.10,warning,0.1,4.1762565328429515,73e716043b01e18277b1fd2747687a8101ecba2f4bbfbc731515da90732543d7,1
Delhi,2023-09-17T15:26,10.0.0.100,10.0.0.3,guest,ServerABC,auth-failed,Failed login attempt for user 'guest' from IP 10.0.0.100,informational,0.33,4.273885225969619,9a55a77aac58441877b88c10813dd9ae64d8789b4f3d61e61a53671219120ed3,1
Delhi,2023-09-18T01:30,172.16.1.100,192.168.0.3,admin,ServerABC,application-usage,User 'admin' used application 'App6',critical,0.13,4.016875695766563,804a8ae3a29fa20bef0ccdbb3bee94be97b92316681285712b9ef24ef5c1c87a,1
Delhi,2023-09-18T15:18,10.1.1.1,10.0.0.3,anonymous,DeviceXYZ,permission-changes,User 'anonymous' changed permissions for file '/path/to/file440.txt',error,0.17,4.449841570128409,c35304b9176f977d1343d19e0f8752fac0aee537698658353453b3f4e9dd3b9f,1
Delhi,2023-09-17T01:03,172.16.0.10,10.0.0.101,guest,ServerABC,application-usage,User 'guest' used application 'App7',warning,0.13,4.016875695766563,de8a439ae3cb1b1060e755a8937776328e854ccbdadbf0fadaf35fd34a6f6df2,1
